customer_id,age,gender,city,department,latitude,longitude,income_bracket,occupation,education_level,marital_status,household_size,acquisition_channel,customer_segment,savings_account,credit_card,personal_loan,investment_account,insurance_product,active_products,app_logins_frequency,feature_usage_diversity,bill_payment_user,auto_savings_enabled,credit_utilization_ratio,international_transactions,failed_transactions,tx_count,avg_tx_value,total_tx_volume,first_tx,last_tx,base_satisfaction,tx_satisfaction,product_satisfaction,satisfaction_score,nps_score,last_survey_date,support_tickets_count,resolved_tickets_ratio,app_store_rating,feedback_sentiment,feature_requests,complaint_topics,clv_segment,monthly_transaction_count,average_transaction_value,total_transaction_volume,transaction_frequency,last_transaction_date,preferred_transaction_type,first_transaction_date,weekend_transaction_ratio,avg_daily_transactions,customer_tenure,churn_probability,customer_lifetime_value
38948892,44,Male,Bucaramanga,Santander,7.1669842,-73.1047294,Low,Plumber,High School,Single,3,Organic,occasional,TRUE,FALSE,FALSE,FALSE,FALSE,2,26,1,TRUE,FALSE,,2,0,15,1592320,23884800,2/14/23,12/19/23,8.915268519,0.075,0.2,5,-18,7/25/23,0,0,4.5,Positive,,Fees,Silver,3.916666667,1576597.872,74100100,0.133903134,12/24/23,Transfer,2/14/23,0.361702128,0.133903134,11.86666667,0.292285346,84335238.55
45502493,44,Male,Medellin,Antioquia,5.0743694,-75.5081167,Medium,Driver,Bachelor,Single,2,Paid Ad,regular,TRUE,TRUE,TRUE,TRUE,FALSE,4,37,4,TRUE,FALSE,0.321884609,1,0,11,3273622.727,36009850,2/8/23,11/20/23,8.982994791,0.055,0.8,5,-13,5/5/23,0,0,5,Positive,"Cryptocurrency trading, International transfers",Transaction issues,Gold,1.428571429,1520745,15207450,0.028169014,12/29/23,Transfer,2/8/23,0.4,0.028169014,11.83333333,0.180755884,111354896.9
17453088,44,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Very High,Driver,PhD,Married,5,Organic,regular,TRUE,TRUE,FALSE,TRUE,FALSE,2,11,6,TRUE,FALSE,0.347565318,1,1,11,4163013.636,45793150,1/7/23,12/24/23,7.343583847,0.055,0.6,4,-30,3/25/23,1,1,4,Positive,"Savings goals, Mobile check deposit",,Silver,3.5,4258425,178853850,0.118309859,12/27/23,Transfer,1/7/23,0.285714286,0.118309859,11.9,0.34494937,89533393.66
64639028,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Salesperson,High School,Married,2,Organic,regular,TRUE,FALSE,FALSE,TRUE,FALSE,2,48,3,TRUE,TRUE,,0,0,26,6353244.231,165184350,1/21/23,12/26/23,10.86723872,0.13,0.4,6,13,4/27/23,1,1,5,Positive,Cryptocurrency trading,,Gold,1.428571429,3096790,30967900,0.045248869,10/6/23,Transfer,1/21/23,0.4,0.045248869,10.16666667,0.25188174,366595274
80236600,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Teacher,High School,Single,1,Paid Ad,regular,TRUE,FALSE,TRUE,TRUE,TRUE,2,22,6,FALSE,FALSE,,1,0,67,4842278.358,324432650,1/6/23,12/3/23,9.138686367,0.335,0.8,5,1,11/1/23,1,1,4,Positive,"Mobile check deposit, Cryptocurrency trading",Transaction issues,Platinum,51.66666667,1653457.5,1025143650,1.741573034,12/26/23,Transfer,1/6/23,0.264516129,1.741573034,11.96666667,0.298319276,800816604.7
20336700,45,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Musician,Bachelor,Married,2,Referral,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,3,4,5,FALSE,FALSE,0.313509655,0,0,22,1946938.636,42832650,1/29/23,11/29/23,7.175905266,0.11,0.6,4,-35,3/28/23,0,0,4.5,Positive,"Mobile check deposit, International transfers",Account security,Platinum,2,4593916.667,55127000,0.039735099,11/22/23,Transfer,1/29/23,0.333333333,0.039735099,11.3,0.321265102,141357893
17059903,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Hairdresser,Bachelor,Divorced,6,Referral,occasional,TRUE,TRUE,TRUE,TRUE,TRUE,5,33,5,TRUE,FALSE,0.238423292,2,0,737,1617049.254,1191765300,1/4/23,12/29/23,8.736496668,1,1,5,-6,4/8/23,1,1,4,Positive,Mobile check deposit,,Platinum,2.727272727,3599561.667,107986850,0.08797654,12/29/23,Transfer,1/4/23,0.4,0.08797654,11.36666667,0.134237158,2274312870
43929665,44,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Mechanic,Bachelor,Single,1,Organic,inactive,TRUE,TRUE,TRUE,TRUE,FALSE,1,19,6,TRUE,FALSE,0.113078696,0,0,142,551449.6479,78305850,1/8/23,12/25/23,7.60437434,0.71,0.8,4,-29,9/10/23,0,0,4.5,Positive,,,Gold,1.375,3359077.273,36949850,0.033639144,12/6/23,Transfer,1/8/23,0,0.033639144,11.66666667,0.375928492,190926299.2
79581249,45,Female,Barranquilla,Atlantico,11.0101922,-74.8231794,Medium,Veterinarian,Bachelor,Divorced,3,Organic,occasional,FALSE,TRUE,FALSE,TRUE,FALSE,1,4,1,TRUE,TRUE,0.17033547,0,0,83,1664574.699,138159700,1/7/23,12/28/23,8.313991272,0.415,0.4,4,-27,12/11/23,1,1,4.5,Positive,"International transfers, Cryptocurrency trading",,Gold,41,567648.1707,279282900,1.370473538,12/29/23,Transfer,1/7/23,0.274390244,1.370473538,11.96666667,0.421265102,366455837.9
78139457,45,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Waiter,Bachelor,Divorced,2,Organic,inactive,TRUE,TRUE,TRUE,FALSE,FALSE,4,19,3,FALSE,FALSE,0.336664214,0,0,32,574507.8125,18384250,1/5/23,11/28/23,9.403574246,0.16,0.6,5,-3,4/14/23,1,1,5,Positive,,Customer service,Gold,2.75,1473692.424,48631850,0.097058824,12/29/23,Transfer,1/5/23,0.484848485,0.097058824,11.33333333,0.205843907,46659657.68
99373122,45,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,Low,Nurse,High School,Married,3,Paid Ad,power,TRUE,FALSE,FALSE,TRUE,FALSE,2,19,3,FALSE,FALSE,,0,0,398,12768983.04,5082055250,1/5/23,12/29/23,6.772941415,1,0.4,4,-28,1/22/23,2,1,4.5,Positive,International transfers,Customer service,Platinum,1.428571429,5507225,55072250,0.031847134,11/27/23,Transfer,1/5/23,0.3,0.031847134,11.53333333,0.328066129,8106906892
70537286,44,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Nurse,High School,Single,4,Referral,regular,TRUE,TRUE,FALSE,TRUE,TRUE,2,22,3,TRUE,FALSE,0.406963575,0,0,21,5844028.571,122724600,1/14/23,12/26/23,7.658213085,0.105,0.8,4,-24,6/22/23,1,0,4.5,Positive,Budgeting tools,Account security,Gold,3.545454545,4821675.641,188045350,0.11746988,12/27/23,Transfer,1/14/23,0.256410256,0.11746988,11.13333333,0.320541498,276508620.8
55726150,45,Male,Pereira,Risaralda,4.7854606,-75.788322,Medium,Doctor,Bachelor,Single,3,Organic,power,TRUE,FALSE,FALSE,FALSE,FALSE,2,7,0,FALSE,FALSE,,0,0,14,11771585.71,164802200,1/5/23,9/24/23,7.703145208,0.07,0.2,4,-31,1/17/23,0,0,4,Positive,Savings goals,Customer service,Platinum,2.333333333,1663171.429,23284400,0.0625,11/5/23,Payment,1/5/23,0.357142857,0.0625,9.266666667,0.359860836,278044736.5
97669192,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Programmer,High School,Married,3,Organic,regular,TRUE,FALSE,FALSE,FALSE,FALSE,1,26,2,FALSE,FALSE,,0,0,22,4278347.727,94123650,1/8/23,12/10/23,8.038544757,0.11,0.2,4,-31,10/2/23,1,1,4.5,Positive,International transfers,App performance,Silver,1.571428571,3796122.727,41757350,0.043650794,12/28/23,Transfer,1/8/23,0.272727273,0.043650794,8.433333333,0.364507569,245538315.5
27283529,44,Male,Santa Marta,Magdalena,11.2320944,-74.1950916,Medium,Musician,High School,Married,3,Referral,occasional,TRUE,FALSE,FALSE,FALSE,FALSE,3,22,2,FALSE,FALSE,,1,1,14,1669900,23378600,1/9/23,11/16/23,7.816761661,0.07,0.2,4,-39,3/27/23,2,1,4,Positive,"International transfers, Savings goals",,Gold,3.222222222,541970.6897,15717150,0.087878788,12/29/23,Payment,1/9/23,0.24137931,0.087878788,11,0.270541498,59562214.2
78794825,45,Female,Pasto,Narino,1.2140275,-77.2785096,High,Musician,Bachelor,Married,2,Referral,inactive,TRUE,FALSE,FALSE,FALSE,FALSE,3,22,1,TRUE,FALSE,,0,1,118,531896.6102,62763800,1/6/23,12/29/23,6.998568652,0.59,0.2,4,-31,6/7/23,0,0,3.5,Neutral,Mobile check deposit,Account security,Silver,2,497035.7143,6958500,0.049822064,11/1/23,Transfer,1/6/23,0.285714286,0.049822064,11.3,0.272679135,160518127.3
43143244,44,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Low,Salesperson,High School,Single,2,Paid Ad,occasional,FALSE,FALSE,FALSE,FALSE,FALSE,1,37,0,TRUE,TRUE,,1,0,25,1803346,45083650,2/26/23,12/27/23,9.229684805,0.125,0,5,-9,7/28/23,0,0,4.5,Positive,,App performance,Gold,2.3,537384.7826,12359850,0.066666667,12/17/23,Transfer,2/26/23,0.173913043,0.066666667,11.9,0.330755884,171220131.5
71848013,45,Female,Villavicencio,Meta,4.1347644,-73.6201517,High,Cashier,High School,Single,4,Organic,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,1,15,1,TRUE,FALSE,0.215056156,2,0,29,1579458.621,45804300,1/4/23,12/27/23,9.039665294,0.145,0.4,5,-21,8/8/23,0,0,3.5,Neutral,Mobile check deposit,Transaction issues,Gold,1.375,2783331.818,30616650,0.048245614,11/4/23,Transfer,1/4/23,0.272727273,0.048245614,9.433333333,0.36440646,109466788.6
67391567,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Farmer,Bachelor,Widowed,6,Organic,inactive,FALSE,TRUE,FALSE,TRUE,FALSE,3,15,3,FALSE,FALSE,0.184500815,2,0,1443,577810.8455,833781050,1/4/23,12/29/23,8.75370486,1,0.4,5,-5,10/15/23,4,0.75,4.5,Positive,Savings goals,Fees,Platinum,1.777777778,989831.25,15837300,0.045714286,12/27/23,Transfer,1/4/23,0.4375,0.045714286,11.73333333,0.252752564,1207726247
71192661,45,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Firefighter,Bachelor,Married,5,Organic,power,TRUE,TRUE,FALSE,FALSE,TRUE,1,11,2,TRUE,TRUE,0.110479837,1,0,38,15433893.42,586487950,1/8/23,12/27/23,8.588994557,0.19,0.6,4,-29,1/3/23,0,0,4.5,Positive,Savings goals,,Platinum,5.083333333,1639281.148,99996150,0.1747851,12/25/23,Transfer,1/8/23,0.295081967,0.1747851,11.76666667,0.397087008,1108782632
28463194,45,Female,Medellin,Antioquia,5.0743694,-75.5081167,Low,Real Estate Agent,High School,Married,4,Organic,regular,TRUE,TRUE,TRUE,FALSE,FALSE,4,22,5,FALSE,FALSE,0.561538361,1,0,30,3523475,105704250,1/4/23,12/25/23,6.248282046,0.15,0.6,3,-52,2/1/23,0,0,4.5,Positive,,,Platinum,7.166666667,4770381.395,410252800,0.245714286,12/25/23,Transfer,1/4/23,0.23255814,0.245714286,11.8,0.244901358,250853332.8
49959005,45,Male,Armenia,Quindio,4.4919761,-75.6811,High,Psychologist,Master,Divorced,3,Referral,power,TRUE,TRUE,FALSE,FALSE,FALSE,1,15,1,TRUE,FALSE,0.144473216,0,0,18,10978927.78,197620700,1/12/23,11/1/23,8.073137937,0.09,0.4,4,-27,5/2/23,2,1,4.5,Positive,International transfers,,Platinum,5.75,4150726.087,286400100,0.205357143,12/28/23,Transfer,1/12/23,0.246376812,0.205357143,11.23333333,0.386628682,326392245.8
13258848,44,Female,Pasto,Narino,1.2140275,-77.2785096,Low,Teacher,High School,Married,5,Referral,inactive,TRUE,TRUE,TRUE,FALSE,FALSE,2,7,3,FALSE,FALSE,0.69864055,2,0,35,724997.1429,25374900,1/10/23,12/27/23,5.794186971,0.175,0.6,3,-44,6/29/23,3,1,4,Positive,"International transfers, Savings goals",,Bronze,1.777777778,15845400,253526400,0.050793651,12/8/23,Transfer,1/10/23,0.3125,0.050793651,11.2,0.379945421,66318919.82
47861859,45,Male,Barranquilla,Atlantico,11.0101922,-74.8231794,Low,Driver,High School,Single,7,Referral,occasional,TRUE,FALSE,FALSE,TRUE,FALSE,4,7,4,TRUE,FALSE,,0,1,29,1699551.724,49287000,1/27/23,12/28/23,8.739861276,0.145,0.4,5,-16,12/1/23,0,0,5,Positive,International transfers,,Silver,1.25,733120,7331200,0.033670034,11/23/23,Transfer,1/27/23,0.3,0.033670034,11.1,0.237638614,143799895.2
16273508,45,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Police Officer,Master,Divorced,4,Paid Ad,regular,TRUE,TRUE,FALSE,TRUE,FALSE,2,15,2,FALSE,TRUE,0.146127319,0,0,115,4717524.348,542515300,1/7/23,12/29/23,9.389047779,0.575,0.6,5,-7,2/11/23,3,0.666666667,4,Positive,,Transaction issues,Platinum,1.5,464383.3333,5572600,0.041958042,12/15/23,Deposit,1/7/23,0.416666667,0.041958042,10,0.31440646,1189298248
72372327,45,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Cleaner,Master,Single,3,Organic,regular,TRUE,TRUE,TRUE,FALSE,FALSE,2,26,2,FALSE,FALSE,0.454258432,0,0,56,4066174.107,227705750,1/27/23,12/23/23,9.483125217,0.28,0.6,5,-9,4/8/23,1,1,4,Positive,"Mobile check deposit, International transfers",,Platinum,1.25,13952205,139522050,0.030120482,12/20/23,Transfer,1/27/23,0.4,0.030120482,11.36666667,0.294422984,565139541.2
28463212,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Mechanic,Bachelor,Married,1,Organic,inactive,FALSE,FALSE,TRUE,FALSE,TRUE,2,15,0,FALSE,FALSE,,0,0,22,566725,12467950,1/16/23,12/17/23,8.972838345,0.11,0.4,5,-17,12/3/23,2,1,4.5,Positive,"Cryptocurrency trading, Mobile check deposit",Fees,Bronze,16.25,5239046.667,1021614100,0.543175487,12/29/23,Transfer,1/16/23,0.230769231,0.543175487,11.96666667,0.312268822,36092688.15
76697711,44,Male,Medellin,Antioquia,5.0743694,-75.5081167,Low,Real Estate Agent,High School,Married,3,Organic,inactive,TRUE,FALSE,TRUE,FALSE,FALSE,1,22,1,FALSE,FALSE,,1,0,51,590216.6667,30101050,1/6/23,12/25/23,7.809559571,0.255,0.4,4,-27,6/26/23,0,0,4.5,Positive,,,Bronze,10.33333333,574675.4032,71259750,0.354285714,12/21/23,Transfer,1/6/23,0.322580645,0.354285714,11.93333333,0.370541498,81323079.24
15093876,45,Male,Medellin,Antioquia,5.0743694,-75.5081167,Low,Cashier,Bachelor,Married,1,Partnership,inactive,FALSE,TRUE,FALSE,FALSE,TRUE,1,19,2,FALSE,FALSE,0.183747189,2,0,18,548358.3333,9870450,1/5/23,12/15/23,7.229244469,0.09,0.4,4,-26,9/26/23,0,0,5,Positive,"International transfers, Mobile check deposit",,Bronze,1.666666667,1024645,10246450,0.039215686,12/26/23,Transfer,1/5/23,0.4,0.039215686,8.6,0.378066129,23979776.99
16142453,44,Female,Cucuta,Norte,7.8971458,-72.5080387,Medium,Lawyer,High School,Single,3,Organic,occasional,TRUE,FALSE,FALSE,FALSE,FALSE,5,15,3,TRUE,TRUE,,1,0,72,1550772.917,111655650,1/9/23,12/23/23,8.165831488,0.36,0.2,4,-26,4/16/23,0,0,4,Positive,Cryptocurrency trading,,Gold,1.375,1956200,21518200,0.037800687,12/14/23,Transfer,1/9/23,0.181818182,0.037800687,10.2,0.184491045,305025931.1
23482486,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Doctor,High School,Married,4,Referral,regular,TRUE,TRUE,FALSE,FALSE,FALSE,3,4,4,TRUE,FALSE,0.360564769,0,0,20,4051797.5,81035950,1/8/23,12/20/23,6.874515652,0.1,0.4,4,-33,2/6/23,1,0,4,Positive,International transfers,,Silver,1.8,1214547.222,21861850,0.052023121,12/26/23,Payment,1/8/23,0.333333333,0.052023121,11.63333333,0.319127465,179871167.5
33706103,45,Female,Villavicencio,Meta,4.1347644,-73.6201517,High,Construction Worker,High School,Married,1,Paid Ad,power,TRUE,TRUE,FALSE,TRUE,TRUE,2,11,5,TRUE,FALSE,0.199625799,0,0,39,12359914.1,482036650,1/5/23,12/29/23,7.536411037,0.195,0.8,4,-31,9/1/23,1,1,4,Positive,Cryptocurrency trading,,Platinum,1.875,6873060,103095900,0.04950495,12/18/23,Transfer,1/5/23,0.266666667,0.04950495,10.46666667,0.347087008,897289111.2
92295285,44,Female,Cucuta,Norte,7.8971458,-72.5080387,Medium,Driver,High School,Married,2,Paid Ad,regular,TRUE,FALSE,FALSE,FALSE,FALSE,1,7,3,TRUE,TRUE,,0,1,20,3069165,61383300,1/9/23,10/9/23,8.072451488,0.1,0.2,4,-25,3/29/23,0,0,3,Neutral,International transfers,App performance,Silver,2.714285714,1307128.947,24835450,0.053824363,12/25/23,Transfer,1/9/23,0.315789474,0.053824363,11.9,0.407723198,155805797.2
18763897,44,Female,Medellin,Antioquia,5.0743694,-75.5081167,Low,Hairdresser,High School,Single,7,Organic,occasional,TRUE,TRUE,FALSE,FALSE,TRUE,1,19,2,TRUE,TRUE,0.338044813,1,0,19,1218360.526,23148850,1/9/23,12/10/23,10.82385338,0.095,0.6,6,5,1/28/23,0,0,3.5,Neutral,Mobile check deposit,,Bronze,1.5,6004333.333,72052000,0.03986711,12/13/23,Transfer,1/9/23,0.666666667,0.03986711,10.56666667,0.331484047,54935581.48
34099323,44,Other,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Waiter,High School,Married,4,Partnership,inactive,TRUE,TRUE,TRUE,TRUE,FALSE,1,52,3,TRUE,FALSE,0.316540294,0,0,94,525750,49420500,1/13/23,12/27/23,7.65730841,0.47,0.8,4,-38,4/24/23,2,0.5,4.5,Positive,,,Silver,2.555555556,479184.7826,11021250,0.066473988,12/16/23,Transfer,1/13/23,0.217391304,0.066473988,11.96666667,0.344681747,124817955.3
82989186,45,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,High,Psychologist,Master,Married,2,Paid Ad,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,2,30,2,FALSE,FALSE,0.13995118,1,1,28,1514819.643,42414950,3/15/23,12/27/23,7.265782536,0.14,0.6,4,-30,12/18/23,0,0,4.5,Positive,International transfers,,Silver,6.083333333,1873997.945,136801850,0.203342618,12/29/23,Transfer,3/15/23,0.260273973,0.203342618,11.96666667,0.311705043,170732435.1
44454020,44,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Manager,Master,Single,1,Organic,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,3,37,4,TRUE,TRUE,0.338908112,0,0,26,1626192.308,42281000,2/6/23,12/29/23,9.302966274,0.13,0.6,5,-3,1/4/23,1,1,3.5,Neutral,Budgeting tools,,Platinum,2.727272727,1604271.667,48128150,0.09771987,11/7/23,Payment,2/6/23,0.366666667,0.09771987,11.96666667,0.230755884,145965129.7
80236677,44,Male,Santa Marta,Magdalena,11.2320944,-74.1950916,Medium,Hairdresser,Master,Single,4,Paid Ad,occasional,TRUE,TRUE,TRUE,FALSE,FALSE,2,7,1,TRUE,FALSE,0.136273305,0,0,16,1807959.375,28927350,1/15/23,12/6/23,8.552327816,0.08,0.6,4,-38,5/15/23,0,0,3.5,Neutral,,,Gold,1.666666667,7600885,76008850,0.035087719,11/10/23,Transfer,1/15/23,0.3,0.035087719,11.13333333,0.357723198,83783320.96
35147910,45,Male,Bucaramanga,Santander,7.1669842,-73.1047294,Low,Architect,Bachelor,Single,3,Paid Ad,power,FALSE,FALSE,TRUE,TRUE,FALSE,3,26,3,FALSE,TRUE,,0,1,14,12891589.29,180482250,1/10/23,12/17/23,7.032107246,0.07,0.4,4,-34,11/29/23,0,0,5,Positive,,,Gold,1.428571429,1349985,13499850,0.034482759,12/13/23,Transfer,1/10/23,0.4,0.034482759,10.2,0.266645206,307478052.6
90853524,45,Male,Armenia,Quindio,4.4919761,-75.6811,High,Artist,Bachelor,Married,1,Paid Ad,inactive,TRUE,TRUE,TRUE,FALSE,FALSE,1,19,2,TRUE,TRUE,0.245559217,0,0,40,546838.75,21873550,1/14/23,12/29/23,8.395951808,0.2,0.6,4,-23,1/13/23,0,0,4.5,Positive,Budgeting tools,App performance,Silver,1.375,543727.2727,5981000,0.034267913,12/11/23,Transfer,1/14/23,0,0.034267913,11.3,0.378066129,63616680.45
70013077,45,Male,Barranquilla,Atlantico,11.0101922,-74.8231794,Medium,Bank Teller,Bachelor,Married,7,Referral,inactive,TRUE,FALSE,TRUE,FALSE,FALSE,1,30,4,TRUE,FALSE,,0,0,26,508584.6154,13223200,1/7/23,11/23/23,6.033269682,0.13,0.4,3,-48,12/19/23,0,0,4.5,Positive,"Mobile check deposit, International transfers",,Silver,2.888888889,4425336.538,115058750,0.073654391,12/24/23,Transfer,1/7/23,0.307692308,0.073654391,11.93333333,0.383927265,32090990.69
45764758,44,Female,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Doctor,High School,Divorced,4,Referral,occasional,TRUE,FALSE,TRUE,FALSE,FALSE,1,19,2,FALSE,TRUE,,1,0,10,1533850,15338500,2/3/23,12/20/23,5.091580852,0.05,0.4,3,-45,8/26/23,1,1,3.5,Neutral,,,Bronze,1.3,496619.2308,6456050,0.039634146,12/13/23,Payment,2/3/23,0.230769231,0.039634146,11.46666667,0.398150714,38510382.01
58085527,45,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Police Officer,High School,Single,6,Organic,power,FALSE,TRUE,FALSE,TRUE,FALSE,2,44,0,FALSE,TRUE,0.223228307,1,0,26,13383163.46,347962250,1/9/23,11/23/23,8.042661669,0.13,0.4,4,-37,3/24/23,2,0.5,4,Positive,,,Platinum,1.916666667,4147108.696,95383500,0.066473988,12/28/23,Transfer,1/9/23,0.173913043,0.066473988,11.56666667,0.300472343,703150246.9
52580502,44,Male,Medellin,Antioquia,5.0743694,-75.5081167,High,Bank Teller,Bachelor,Married,4,Organic,regular,TRUE,FALSE,TRUE,FALSE,TRUE,1,19,1,TRUE,TRUE,,0,0,40,4193530,167741200,1/5/23,12/28/23,8.224403199,0.2,0.6,4,-36,10/28/23,1,1,4,Positive,"International transfers, Mobile check deposit",Customer service,Platinum,2.25,1452622.222,26147200,0.052785924,12/19/23,Payment,1/5/23,0.222222222,0.052785924,11.7,0.375928492,369332574.2
66998429,44,Other,Cali,Valle del Cauca,3.4108435,-76.5812127,High,Engineer,High School,Single,2,Partnership,occasional,TRUE,TRUE,FALSE,TRUE,FALSE,5,11,4,TRUE,FALSE,0.278126368,0,0,17,1438805.882,24459700,1/24/23,12/9/23,8.471005699,0.085,0.6,4,-24,10/29/23,0,0,2.5,Negative,"Savings goals, Mobile check deposit",,Silver,1.571428571,637604.5455,7013650,0.034482759,12/21/23,Transfer,1/24/23,0.181818182,0.034482759,10.9,0.19494937,58486316.27
84955295,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Journalist,High School,Single,5,Referral,regular,TRUE,TRUE,TRUE,FALSE,TRUE,1,7,1,TRUE,FALSE,0.304655879,1,0,10,4715670,47156700,1/6/23,10/13/23,8.903047272,0.05,0.8,5,-11,1/11/23,1,0,5,Positive,"International transfers, Cryptocurrency trading",Account security,Gold,6.5,1507720.513,117602200,0.225433526,12/17/23,Transfer,1/6/23,0.282051282,0.225433526,11.93333333,0.385500976,118231954
52449439,45,Female,Bogota,Cundinamarca,4.6533817,-74.0836331,Low,Teacher,High School,Married,1,Organic,regular,TRUE,TRUE,FALSE,TRUE,FALSE,4,4,4,FALSE,TRUE,0.362577941,2,0,16,7536175,120578800,1/29/23,11/28/23,8.328866423,0.08,0.6,4,-28,9/16/23,1,1,4.5,Positive,,Account security,Gold,2.272727273,531678,13291950,0.073746313,12/10/23,Payment,1/29/23,0.28,0.073746313,11.93333333,0.271265102,280019310.9
97669283,45,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Psychologist,Bachelor,Divorced,5,Paid Ad,occasional,TRUE,TRUE,FALSE,FALSE,FALSE,2,19,1,TRUE,TRUE,0.332206728,1,0,11,1177672.727,12954400,1/4/23,12/12/23,6.828596183,0.055,0.4,4,-28,9/20/23,0,0,3.5,Neutral,,Transaction issues,Silver,2.25,1432950,25793100,0.052785924,12/28/23,Transfer,1/4/23,0.333333333,0.052785924,11.4,0.328066129,35466652.49
50745510,45,Female,Sincelejo,Sucre,9.2973386,-75.3926601,Low,Journalist,Bachelor,Single,1,Partnership,occasional,TRUE,FALSE,FALSE,FALSE,FALSE,5,19,0,FALSE,FALSE,,0,1,18,1840672.222,33132100,1/4/23,11/23/23,8.810705478,0.09,0.2,4,-33,7/24/23,0,0,4,Positive,,,Bronze,1.428571429,13862990,138629900,0.03649635,10/23/23,Payment,1/4/23,0.2,0.03649635,11.36666667,0.178066129,81524713.26
17322153,45,Male,Pereira,Risaralda,4.7854606,-75.788322,Very High,Police Officer,Bachelor,Single,1,Paid Ad,inactive,TRUE,TRUE,FALSE,TRUE,FALSE,2,19,3,TRUE,TRUE,0.398160152,1,0,35,507921.4286,17777250,2/13/23,12/20/23,7.529169356,0.175,0.6,4,-34,4/20/23,1,1,4.5,Positive,,Customer service,Silver,24.33333333,4756486.644,1388894100,0.820224719,12/26/23,Transfer,2/13/23,0.352739726,0.820224719,11.96666667,0.328066129,65840490.59
89673898,44,Female,Santa Marta,Magdalena,11.2320944,-74.1950916,Low,Doctor,High School,Single,4,Referral,occasional,FALSE,TRUE,FALSE,FALSE,TRUE,4,11,1,FALSE,TRUE,0.280872,1,0,15,1802343.333,27035150,2/27/23,11/16/23,9.665120402,0.075,0.4,5,-21,11/13/23,3,0.666666667,4,Positive,,App performance,Bronze,2.6,1765253.846,45896600,0.073239437,12/29/23,Transfer,2/27/23,0.307692308,0.073239437,11.83333333,0.222727148,88937803.59
81023145,44,Male,Cali,Valle del Cauca,3.4108435,-76.5812127,Medium,Accountant,Bachelor,Married,4,Referral,occasional,TRUE,TRUE,FALSE,FALSE,TRUE,1,19,2,TRUE,FALSE,0.151331133,0,0,212,1650315.094,349866800,1/4/23,12/28/23,7.062895542,1,0.6,4,-30,9/13/23,3,1,4,Positive,"Cryptocurrency trading, Savings goals",App performance,Platinum,2,3503456.25,56055300,0.045714286,12/21/23,Payment,1/4/23,0.3125,0.045714286,11.93333333,0.375928492,821698493.8
91377833,44,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Accountant,Bachelor,Married,3,Referral,power,TRUE,FALSE,FALSE,FALSE,FALSE,3,11,2,FALSE,TRUE,,0,0,55,14872649.09,817995700,1/6/23,12/26/23,8.426082931,0.275,0.2,4,-27,7/4/23,1,1,3.5,Neutral,,,Platinum,2.454545455,571109.2593,15419950,0.084639498,12/1/23,Transfer,1/6/23,0.296296296,0.084639498,11.56666667,0.29494937,1442568101
42881204,45,Male,Bogota,Cundinamarca,4.6533817,-74.0836331,Medium,Dentist,High School,Married,3,Paid Ad,occasional,TRUE,FALSE,FALSE,TRUE,FALSE,4,15,3,TRUE,FALSE,,1,0,28,1485325,41589100,1/27/23,12/17/23,8.574700772,0.14,0.4,4,-35,2/19/23,0,0,5,Positive,,Transaction issues,Bronze,1.333333333,2266508.333,27198100,0.036585366,12/22/23,Payment,1/27/23,0.333333333,0.036585366,11.16666667,0.236628682,105810976.1
